Id,LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_NA,Alley_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr
1,-0.2318768656042854,-0.2071417077743113,0.064238208686854,0.7012910160534658,0.0261801634746881,-0.2257161326414037,2Story,0.6514792433257054,-0.5171998069472914,1.0509937888999856,0.8786680880058696,0.5141038909843643,1.052302192339342,-0.2381123611523445,0.5831678337791156,0.1178842433039417,-0.5905546548144746,1.164711511770584,0.5754248369676035,-0.2771893128259568,-0.2886528311122454,-0.9445906057378156,-0.4593025408311876,0.891179439754874,0.2638125652751773,-0.7934337933349002,1.161851587468555,-0.1202417237346724,0.3703334392167798,1.1078101491462131,-0.2410610357992967,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.2114535812020489,0.7359943387625092,0.9122097711603002,0.237043546228597,-0.9512264882332891,-1.0083335457279203,0.2960261798262024,0.3184745831654946,0.311724644183072,0.3510003208665269,0.2625420229202326,0.2656180542458805,0.2897447625288623,-0.7521758378613592,0.2165031608388436,-0.3593249004055313,-0.1163392861482225,-0.2702083542015609,-0.068691747538207,-0.0637961160162951,-0.4698673081971473,,-0.0876878115176986,-1.599111099180035,0.1387774889497933,208500,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2,0.4370427624973885,-0.0918863723194903,0.064238208686854,0.7012910160534658,0.0261801634746881,-0.2257161326414037,1Story,-0.0718361142830624,2.179627757849301,0.1567337107969099,-0.4295769652193609,-0.5707501337786359,-0.6896039310341726,-0.2381123611523445,0.5831678337791156,0.1178842433039417,2.2209990278892198,0.6901151380097543,1.171992119373828,-0.2771893128259568,-0.2886528311122454,-0.6412279930944917,0.4664649160883461,0.891179439754874,0.2638125652751773,0.2571404297894544,-0.7951632272572445,-0.1202417237346724,-0.4825119145852412,-0.8199643654586394,3.948809348331338,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.2114535812020489,-0.7710908429952241,-0.3186832657103453,0.237043546228597,0.6004949339126351,0.6488900678886992,0.2364947442137705,0.3184745831654946,0.311724644183072,-0.0607310126153032,0.2625420229202326,0.2656180542458805,0.2897447625288623,1.6261947918523714,-0.704483250333654,-0.3593249004055313,-0.1163392861482225,-0.2702083542015609,-0.068691747538207,-0.0637961160162951,-0.4698673081971473,,-0.0876878115176986,-0.489110050937792,-0.6144386220786311,181500,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
3,-0.0980929399839506,0.0734799785504701,0.064238208686854,-1.0166366407218017,0.0261801634746881,-0.2257161326414037,2Story,0.6514792433257054,-0.5171998069472914,0.9847523016330912,0.8302145675160463,0.3259149275050683,1.052302192339342,-0.2381123611523445,0.5831678337791156,0.1178842433039417,0.3466299060867567,1.164711511770584,0.0929071820802159,-0.2771893128259568,-0.2886528311122454,-0.3016429789415173,-0.3133687545187488,0.891179439754874,0.2638125652751773,-0.6278260340246571,1.1893506246778172,-0.1202417237346724,0.5150125617367655,1.1078101491462131,-0.2410610357992967,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.2114535812020489,0.7359943387625092,-0.3186832657103453,0.237043546228597,0.6004949339126351,0.6488900678886992,0.2916164438549111,0.3184745831654946,0.311724644183072,0.6317262300586839,0.2625420229202326,0.2656180542458805,0.2897447625288623,-0.7521758378613592,-0.0703614590345572,-0.3593249004055313,-0.1163392861482225,-0.2702083542015609,-0.068691747538207,-0.0637961160162951,-0.4698673081971473,,-0.0876878115176986,0.9908913467185322,0.1387774889497933,223500,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
4,-0.4548500749715101,-0.0968974738610043,0.064238208686854,-1.0166366407218017,0.0261801634746881,-0.2257161326414037,2Story,0.6514792433257054,-0.5171998069472914,-1.863631650843372,-0.720298088158301,-0.5707501337786359,-0.6896039310341726,-0.2381123611523445,-0.5581525915794754,1.9295789298697847,-0.5905546548144746,0.6901151380097543,-0.4992735761906687,-0.2771893128259568,-0.2886528311122454,-0.061669568940082,-0.6873240819443732,-0.1513862509840009,0.2638125652751773,-0.5217335632165325,0.9372761169262503,-0.1202417237346724,0.3836591478699364,1.1078101491462131,-0.2410610357992967,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.2114535812020489,0.7359943387625092,0.2967632527249774,0.237043546228597,0.6004949339126351,1.201297939094239,0.2850018398979742,-0.8019420226697399,1.650306939792734,0.7908042452675729,0.2625420229202326,0.2656180542458805,0.2897447625288623,-0.7521758378613592,-0.1760484242510734,4.092523739317571,-0.1163392861482225,-0.2702083542015609,-0.068691747538207,-0.0637961160162951,-0.4698673081971473,,-0.0876878115176986,-1.599111099180035,-1.3676547331070554,140000,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
5,0.6154213299911683,0.3751482913496101,0.064238208686854,-1.0166366407218017,0.0261801634746881,-0.2257161326414037,2Story,1.3747946009344731,-0.5171998069472914,0.951631557999644,0.7333075265363995,1.366489196155293,1.052302192339342,-0.2381123611523445,0.5831678337791156,0.1178842433039417,1.2838144669879878,1.164711511770584,0.4635684715164364,-0.2771893128259568,-0.2886528311122454,-0.1748645736577401,0.1996797129859189,0.891179439754874,0.2638125652751773,-0.0456112551995836,1.6178772878554806,-0.1202417237346724,1.299325699608267,1.1078101491462131,-0.2410610357992967,0.7897405221108432,1.2275853765130371,1.3900227611572622,-0.2114535812020489,0.7359943387625092,1.527656289595623,0.237043546228597,0.6004949339126351,0.6488900678886992,0.2894115758692654,0.3184745831654946,1.650306939792734,1.6984846849888804,0.2625420229202326,0.2656180542458805,0.2897447625288623,0.7801971853099035,0.5637603322645395,-0.3593249004055313,-0.1163392861482225,-0.2702083542015609,-0.068691747538207,-0.0637961160162951,-0.4698673081971473,,-0.0876878115176986,2.100892394960775,0.1387774889497933,250000,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
6,0.6600159718646132,0.3606160968792197,0.064238208686854,-1.0166366407218017,0.0261801634746881,-0.2257161326414037,1.5Fin,-0.7951514718918303,-0.5171998069472914,0.7197863525655132,0.4910399240872828,-0.5707501337786359,-0.6896039310341726,-0.2381123611523445,0.5831678337791156,0.1178842433039417,-0.5905546548144746,1.164711511770584,0.632449650727022,-0.2771893128259568,-0.2886528311122454,-1.1392860138521876,-0.596115465499099,0.891179439754874,0.2638125652751773,-0.9486910676882532,0.5018746944462716,-0.1202417237346724,-0.2921446481115758,1.1078101491462131,-0.2410610357992967,-1.0260408358133,1.2275853765130371,-2.288708171693981,-0.2114535812020489,-0.7710908429952241,-0.934129784145668,0.237043546228597,-0.9512264882332891,-1.0083335457279203,0.2739774999697461,-0.8019420226697399,0.311724644183072,0.032844290448749,0.2625420229202326,0.2656180542458805,0.2897447625288623,-0.4329314580340128,-0.251539113691442,-0.3593249004055313,10.802446267979857,-0.2702083542015609,-0.068691747538207,-0.0637961160162951,2.0216808878119394,Shed,1.3237359981507422,1.3608916961326132,0.8919935999782177,143000,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
7,0.2140695531301638,-0.0433789093976352,0.064238208686854,0.7012910160534658,0.0261801634746881,-0.2257161326414037,1Story,1.3747946009344731,-0.5171998069472914,1.084114532533433,0.9755751289855163,0.4587541958433949,1.052302192339342,-0.2381123611523445,1.7244882591377069,0.1178842433039417,1.2838144669879878,1.164711511770584,2.029557587832776,-0.2771893128259568,-0.2886528311122454,-0.5665192899808374,1.4332762504082532,0.891179439754874,0.2638125652751773,1.3749928051335951,-0.7951632272572445,-0.1202417237346724,0.3398746765809933,1.1078101491462131,-0.2410610357992967,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.2114535812020489,0.7359943387625092,0.2967632527249774,0.237043546228597,0.6004949339126351,1.201297939094239,0.298231047811848,0.3184745831654946,0.311724644183072,0.7627316543483571,0.2625420229202326,0.2656180542458805,0.2897447625288623,1.283007083537974,0.1561106092865486,-0.3593249004055313,-0.1163392861482225,-0.2702083542015609,-0.068691747538207,-0.0637961160162951,-0.4698673081971473,,-0.0876878115176986,0.6208909973044512,-0.6144386220786311,307000,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
8,0.4370427624973885,-0.0135127442102121,0.064238208686854,-1.0166366407218017,0.0261801634746881,-0.2257161326414037,2Story,0.6514792433257054,0.3817427146515728,0.0573714798965682,-0.5749375266888309,0.7576425496046296,-0.6896039310341726,-0.2381123611523445,0.5831678337791156,0.1178842433039417,0.3466299060867567,0.6901151380097543,0.9109939333211048,3.085938637804767,-0.0902204678862646,-0.7951731995105069,0.1130315273629083,0.891179439754874,0.2638125652751773,-0.1439408622900405,1.45746623746812,-0.1202417237346724,1.0937290518167084,1.1078101491462131,-0.2410610357992967,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.2114535812020489,-0.7710908429952241,0.2967632527249774,0.237043546228597,2.15221635605856,0.6488900678886992,0.2298801402568336,0.3184745831654946,0.311724644183072,0.0515593510615594,0.2625420229202326,0.2656180542458805,0.2897447625288623,1.1233848936243007,2.3755368788333877,3.37237175348001,-0.1163392861482225,-0.2702083542015609,-0.068691747538207,-0.0637961160162951,-0.4698673081971473,Shed,0.6180240933165219,1.7308920455466943,0.8919935999782177,200000,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
9,-0.8562018518325145,-0.4406590396088615,0.064238208686854,0.7012910160534658,0.0261801634746881,-0.2257161326414037,1.5Fin,0.6514792433257054,-0.5171998069472914,-1.3336997527082162,-1.689368497954768,-0.5707501337786359,-0.6896039310341726,-0.2381123611523445,-0.5581525915794754,0.1178842433039417,-0.5905546548144746,-1.2082703570335642,-0.9730181828073764,-0.2771893128259568,-0.2886528311122454,0.8710572699334213,-0.2404018613625294,-0.1513862509840009,0.2638125652751773,-0.3638886676239571,0.9281097711898298,-0.1202417237346724,0.4921684897599256,-0.8199643654586394,-0.2410610357992967,0.7897405221108432,-0.7616206719986545,-1.0624645274102331,4.32857919166548,-0.7710908429952241,0.9122097711603002,-1.2611537589391617,2.15221635605856,0.6488900678886992,0.1372756848597174,-0.8019420226697399,0.311724644183072,-0.0233008913896823,-1.1212534769481417,0.2656180542458805,0.2897447625288623,-0.0338759832498298,-0.704483250333654,2.9959286699740124,-0.1163392861482225,-0.2702083542015609,-0.068691747538207,-0.0637961160162951,-0.4698673081971473,,-0.0876878115176986,-0.859110400351873,0.1387774889497933,129900,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
10,-0.9007964937059596,-0.3103703995294987,0.064238208686854,0.7012910160534658,0.0261801634746881,-0.2257161326414037,1.5Unf,-0.7951514718918303,0.3817427146515728,-1.0687338036406382,-1.689368497954768,-0.5707501337786359,-0.6896039310341726,-0.2381123611523445,-0.5581525915794754,0.1178842433039417,-0.5905546548144746,1.164711511770584,0.8934478367797453,-0.2771893128259568,-0.2886528311122454,-0.9672296066813472,-0.151473460328387,0.891179439754874,0.2638125652751773,-0.2215694994667169,-0.7951632272572445,-0.1202417237346724,-0.8346913575615222,1.1078101491462131,-0.2410610357992967,-1.0260408358133,-0.7616206719986545,-1.0624645274102331,4.32857919166548,-0.7710908429952241,-0.934129784145668,0.237043546228597,2.15221635605856,0.6488900678886992,0.1549146287448824,0.3184745831654946,-1.02685765142659,-1.2538161266819705,1.6463375227886066,0.2656180542458805,0.2897447625288623,-0.7521758378613592,-0.644090698781359,-0.3593249004055313,-0.1163392861482225,-0.2702083542015609,-0.068691747538207,-0.0637961160162951,-0.4698673081971473,,-0.0876878115176986,-1.969111448594116,0.1387774889497933,118000,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
