LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
-0.2318768656042854,0.6514792433257054,1.0509937888999856,0.8786680880058696,0.5141038909843643,1.052302192339342,0.5831678337791156,-0.5905546548144746,0.5754248369676035,-0.4593025408311876,0.891179439754874,-0.7934337933349002,0.3703334392167798,0.7897405221108432,0.7359943387625092,0.9122097711603002,-0.9512264882332891,0.3184745831654946,0.311724644183072,0.3510003208665269,-0.7521758378613592,0.2165031608388436,208500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.4370427624973885,-0.0718361142830624,0.1567337107969099,-0.4295769652193609,-0.5707501337786359,-0.6896039310341726,0.5831678337791156,2.2209990278892198,1.171992119373828,0.4664649160883461,0.891179439754874,0.2571404297894544,-0.4825119145852412,0.7897405221108432,-0.7710908429952241,-0.3186832657103453,0.6004949339126351,0.3184745831654946,0.311724644183072,-0.0607310126153032,1.6261947918523714,-0.704483250333654,181500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.0980929399839506,0.6514792433257054,0.9847523016330912,0.8302145675160463,0.3259149275050683,1.052302192339342,0.5831678337791156,0.3466299060867567,0.0929071820802159,-0.3133687545187488,0.891179439754874,-0.6278260340246571,0.5150125617367655,0.7897405221108432,0.7359943387625092,-0.3186832657103453,0.6004949339126351,0.3184745831654946,0.311724644183072,0.6317262300586839,-0.7521758378613592,-0.0703614590345572,223500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.4548500749715101,0.6514792433257054,-1.863631650843372,-0.720298088158301,-0.5707501337786359,-0.6896039310341726,-0.5581525915794754,-0.5905546548144746,-0.4992735761906687,-0.6873240819443732,-0.1513862509840009,-0.5217335632165325,0.3836591478699364,-1.0260408358133,0.7359943387625092,0.2967632527249774,0.6004949339126351,-0.8019420226697399,1.650306939792734,0.7908042452675729,-0.7521758378613592,-0.1760484242510734,140000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.6154213299911683,1.3747946009344731,0.951631557999644,0.7333075265363995,1.366489196155293,1.052302192339342,0.5831678337791156,1.2838144669879878,0.4635684715164364,0.1996797129859189,0.891179439754874,-0.0456112551995836,1.299325699608267,0.7897405221108432,0.7359943387625092,1.527656289595623,0.6004949339126351,0.3184745831654946,1.650306939792734,1.6984846849888804,0.7801971853099035,0.5637603322645395,250000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.6600159718646132,-0.7951514718918303,0.7197863525655132,0.4910399240872828,-0.5707501337786359,-0.6896039310341726,0.5831678337791156,-0.5905546548144746,0.632449650727022,-0.596115465499099,0.891179439754874,-0.9486910676882532,-0.2921446481115758,-1.0260408358133,-0.7710908429952241,-0.934129784145668,-0.9512264882332891,-0.8019420226697399,0.311724644183072,0.032844290448749,-0.4329314580340128,-0.251539113691442,143000,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.2140695531301638,1.3747946009344731,1.084114532533433,0.9755751289855163,0.4587541958433949,1.052302192339342,1.7244882591377069,1.2838144669879878,2.029557587832776,1.4332762504082532,0.891179439754874,1.3749928051335951,0.3398746765809933,0.7897405221108432,0.7359943387625092,0.2967632527249774,0.6004949339126351,0.3184745831654946,0.311724644183072,0.7627316543483571,1.283007083537974,0.1561106092865486,307000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.4370427624973885,0.6514792433257054,0.0573714798965682,-0.5749375266888309,0.7576425496046296,-0.6896039310341726,0.5831678337791156,0.3466299060867567,0.9109939333211048,0.1130315273629083,0.891179439754874,-0.1439408622900405,1.0937290518167084,0.7897405221108432,-0.7710908429952241,0.2967632527249774,2.15221635605856,0.3184745831654946,0.311724644183072,0.0515593510615594,1.1233848936243007,2.3755368788333877,200000,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.8562018518325145,0.6514792433257054,-1.3336997527082162,-1.689368497954768,-0.5707501337786359,-0.6896039310341726,-0.5581525915794754,-0.5905546548144746,-0.9730181828073764,-0.2404018613625294,-0.1513862509840009,-0.3638886676239571,0.4921684897599256,0.7897405221108432,-0.7710908429952241,0.9122097711603002,2.15221635605856,-0.8019420226697399,0.311724644183072,-0.0233008913896823,-0.0338759832498298,-0.704483250333654,129900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.9007964937059596,-0.7951514718918303,-1.0687338036406382,-1.689368497954768,-0.5707501337786359,-0.6896039310341726,-0.5581525915794754,-0.5905546548144746,0.8934478367797453,-0.151473460328387,0.891179439754874,-0.2215694994667169,-0.8346913575615222,-1.0260408358133,-0.7710908429952241,-0.934129784145668,2.15221635605856,0.3184745831654946,-1.02685765142659,-1.2538161266819705,-0.7521758378613592,-0.644090698781359,118000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.0089036562370608,-0.7951514718918303,-0.2075944691710097,-0.9625656906074178,-0.5707501337786359,-0.6896039310341726,-0.5581525915794754,-0.5905546548144746,1.014077250501592,-0.039742905182926,0.891179439754874,-0.3173114853179513,-0.9051272461567784,-1.0260408358133,-0.7710908429952241,-0.934129784145668,-0.9512264882332891,-0.8019420226697399,-1.02685765142659,-0.4163171642587021,-0.7521758378613592,-0.704483250333654,129500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.6600159718646132,2.098109958543241,1.1172352761668802,1.0240286494753397,1.0122511472530888,2.7942083157128565,1.7244882591377069,-0.5905546548144746,1.215857360727227,0.2680861753198746,0.891179439754874,0.0501307306516506,1.5391884553650854,2.605521880034986,2.2430795205202427,2.7585493264662686,2.15221635605856,1.4388911890007292,1.650306939792734,1.2306081696686189,0.4210472580041388,-0.3874223546841056,345000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0356909856363841,-0.7951514718918303,-0.3069567000713515,-1.1079262520768878,-0.5707501337786359,-0.6896039310341726,-0.5581525915794754,-0.5905546548144746,0.6434159610653717,-0.3316104778078036,-1.193951941722876,-0.6485270039384374,-1.14879734724307,-1.0260408358133,-0.7710908429952241,-1.5495763025809908,-0.9512264882332891,-0.8019420226697399,-1.02685765142659,-0.5660376491611858,0.3651794915343531,-0.704483250333654,144000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.9275838231052828,0.6514792433257054,1.150356019800327,1.072482169965163,1.1229505375350275,1.052302192339342,0.5831678337791156,1.2838144669879878,-0.9730181828073764,0.9954748914709368,0.891179439754874,0.8574685572890857,-0.0408598563663374,0.7897405221108432,0.7359943387625092,0.2967632527249774,0.6004949339126351,0.3184745831654946,1.650306939792734,1.7171997456016908,0.5248016814480263,-0.2062447000272208,279500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.124880269383274,-0.0718361142830624,-0.373198187338246,-1.2048332930565346,0.6026634032099153,-0.6896039310341726,-0.5581525915794754,-0.5905546548144746,0.634642912794692,0.4459429773881594,-1.193951941722876,0.2338518386364515,-0.4996449685678711,-1.0260408358133,-0.7710908429952241,-0.934129784145668,0.6004949339126351,0.3184745831654946,-1.02685765142659,-0.5660376491611858,-0.7521758378613592,2.51142011982605,157000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.8562018518325145,0.6514792433257054,-1.3999412399751108,0.781761047026223,-0.5707501337786359,-0.6896039310341726,-0.5581525915794754,-0.5905546548144746,-0.9730181828073764,-0.5140277106983522,0.891179439754874,-0.7986090358133452,-1.259210361797796,-1.0260408358133,-0.7710908429952241,-0.934129784145668,-0.9512264882332891,-0.8019420226697399,0.311724644183072,0.4820057451562002,-0.3690825820685435,0.986508193130604,132000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.124880269383274,-0.0718361142830624,-0.0419907510037735,-0.720298088158301,0.4255443787588133,-0.6896039310341726,-0.5581525915794754,-0.5905546548144746,0.2946872923058507,-0.1218306599836728,0.891179439754874,-0.410465849929963,-0.973659462087298,-1.0260408358133,-0.7710908429952241,-0.934129784145668,0.6004949339126351,1.4388911890007292,0.311724644183072,0.032844290448749,-0.7521758378613592,-0.704483250333654,149000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
